type,smelly
"{'radon.nodes.azure.AzureResource': {'derived_from': 'tosca.nodes.SoftwareComponent', 'metadata': {'targetNamespace': 'radon.nodes.azure', 'abstract': 'false', 'final': 'false'}, 'properties': {'name': {'type': 'string'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Container', 'node': 'radon.nodes.azure.AzurePlatform', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'invoker': {'capability': 'radon.capabilities.Invocable', 'node': 'radon.nodes.azure.AzureResourceTriggeredFunction', 'relationship': 'radon.relationships.azure.AzureTriggers', 'occurrences': [0, 'UNBOUNDED']}}], 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'NAME': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'name']}}}}}}}",0
"{'radon.nodes.mysql.MySQLDBMS': {'derived_from': 'tosca.nodes.DBMS', 'metadata': {'targetNamespace': 'radon.nodes.mysql', 'abstract': 'false', 'final': 'false'}, 'properties': {'port': {'type': 'string', 'default': 3306}, 'root_password': {'type': 'string'}, 'component_version': {'type': 'string', 'default': 5.6}}, 'capabilities': {'host': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['radon.nodes.mysql.MySQLDatabase'], 'type': 'tosca.capabilities.Compute'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'DBMS_PORT': {'type': 'integer', 'required': True, 'default': {'get_property': ['SELF', 'port']}}, 'DBMS_ROOT_PASSWORD': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'root_password']}}}}}}}",0
"{'radon.nodes.docker.DockerApplication': {'derived_from': 'radon.nodes.abstract.ContainerApplication', 'metadata': {'targetNamespace': 'radon.nodes.docker', 'abstract': 'false', 'final': 'false'}, 'requirements': [{'host': {'capability': 'radon.capabilities.container.DockerRuntime', 'node': 'radon.nodes.abstract.ContainerRuntime', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}]}}",0
"{'radon.nodes.java.JavaRuntime': {'derived_from': 'tosca.nodes.SoftwareComponent', 'metadata': {'targetNamespace': 'radon.nodes.java', 'abstract': 'false', 'final': 'false'}, 'attributes': {'headless': {'type': 'boolean', 'default': {'get_attribute': ['SELF', 'host', 'headless']}}, 'java_home': {'type': 'string', 'default': {'get_operation_output': ['SELF', 'Standard', 'create', 'JAVA_HOME']}}, 'only_jre': {'type': 'boolean', 'default': {'get_attribute': ['SELF', 'host', 'only_jre']}}, 'component_version': {'type': 'version', 'default': {'get_attribute': ['SELF', 'host', 'java_version']}}}, 'capabilities': {'host': {'occurrences': [0, 'UNBOUNDED'], 'type': 'radon.capabilities.container.JavaRuntime'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'JAVA_HOME': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'java_home']}}, 'JAVA_VERSION': {'type': 'version', 'required': True, 'default': {'get_attribute': ['SELF', 'component_version']}}, 'JAVA_IS_JRE': {'type': 'boolean', 'required': True, 'default': {'get_attribute': ['SELF', 'only_jre']}}, 'JAVA_IS_HEADLESS': {'type': 'boolean', 'required': True, 'default': {'get_attribute': ['SELF', 'headless']}}}}}}}",0
"{'radon.nodes.datapipeline.DestinationPB': {'derived_from': 'radon.nodes.datapipeline.PipelineBlock', 'metadata': {'targetNamespace': 'radon.nodes.datapipeline', 'abstract': 'true', 'final': 'false'}, 'capabilities': {'ConnectToPipeline': {'occurrences': [1, 1], 'valid_source_types': ['radon.nodes.datapipeline.MidwayPB', 'radon.nodes.datapipeline.SourcePB'], 'type': 'radon.capabilities.datapipeline.ConnectToPipeline'}}}}",0
"{'radon.nodes.openfaas.OpenFaasFunction': {'derived_from': 'radon.nodes.abstract.Function', 'metadata': {'targetNamespace': 'radon.nodes.openfaas', 'abstract': 'false', 'final': 'false'}, 'attributes': {'function_url': {'type': 'string'}, 'gateway_url': {'type': 'string', 'default': {'get_attribute': ['SELF', 'host', 'url']}}}, 'properties': {'function_language_template': {'type': 'string', 'constraints': [{'valid_values': ['csharp', 'dockerfile', 'docekrfile-armhf', 'go-armhf', 'go', 'java8', 'node-arm64', 'node-armhf', 'node', 'php7', 'python-armhf', 'python', 'python3-armhf', 'python3', 'ruby']}]}, 'function_name': {'type': 'string'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Container', 'node': 'radon.nodes.openfaas.OpenFaasPlatform', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}], 'capabilities': {'invocable': {'occurrences': [0, 'UNBOUNDED'], 'type': 'radon.capabilities.Invocable'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'GATEWAY': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'host', 'url']}}, 'FUNCTION_NAME': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'functiom_name']}}, 'FUNCTION_LANGUAGE_TEMPLATE': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_language_template']}}}}}}}",0
"{'radon.nodes.azure.AzureTimerTriggeredFunction': {'derived_from': 'radon.nodes.azure.AzureFunction', 'metadata': {'targetNamespace': 'radon.nodes.azure', 'abstract': 'false', 'final': 'false'}, 'properties': {'schedule': {'type': 'string', 'description': 'CRON expression or timespan to describe when and at which frequency the function will be triggered.'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'SCHEDULE': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'schedule']}}}}}}}",0
"{'radon.nodes.google.GoogleCloudBucketTriggeredFunction': {'derived_from': 'radon.nodes.google.GoogleCloudFunction', 'metadata': {'targetNamespace': 'radon.nodes.google', 'abstract': 'false', 'final': 'false'}, 'properties': {'trigger_bucket_name': {'type': 'string', 'description': 'Name of the GCP bucket to trigger this function'}}, 'requirements': [{'monitor': {'capability': 'radon.capabilities.monitoring.Monitor', 'node': 'radon.nodes.monitoring.PushGateway', 'relationship': 'radon.relationships.monitoring.GCPIsMonitoredBy', 'occurrences': [0, 'UNBOUNDED']}}], 'capabilities': {'invocable': {'occurrences': [1, 1], 'valid_source_types': ['radon.nodes.google.GoogleCloudBucket'], 'type': 'radon.capabilities.Invocable'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'environment_variables': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'environment_variables']}}, 'function_memory': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_memory']}}, 'function_location': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'host', 'region']}}, 'function_timeout': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_timeout']}}, 'function_bucket_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_bucket_name']}}, 'project_id': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'host', 'project_id']}}, 'trigger_bucket_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'trigger_bucket_name']}}, 'function_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_name']}}, 'function_runtime': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_runtime']}}, 'service_account_file': {'type': 'string', 'required': True, 'default': {'get_input': 'service_account_file'}}, 'zip_file': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'zip_file']}}, 'function_entry_point': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_entry_point']}}}, 'operations': {'create': {'description': 'The standard create operation', 'implementation': {'primary': 'create', 'timeout': 0}}, 'delete': {'description': 'The standard delete operation', 'implementation': {'primary': 'delete', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'delete': {'type': 'radon.artifacts.Ansible', 'file': 'delete.yml'}}}}",0
"{'tosca.nodes.DBMS': {'derived_from': 'tosca.nodes.SoftwareComponent', 'metadata': {'targetNamespace': 'tosca.nodes', 'abstract': 'false', 'final': 'false'}, 'properties': {'port': {'type': 'integer', 'description': 'the port the DBMS service will listen to for data and requests', 'required': False}, 'root_password': {'type': 'string', 'description': 'the optional root password for the DBMS service', 'required': False}}, 'capabilities': {'host': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['tosca.nodes.Database'], 'type': 'tosca.capabilities.Compute'}}}}",0
"{'tosca.nodes.Compute': {'derived_from': 'tosca.nodes.Root', 'metadata': {'targetNamespace': 'tosca.nodes', 'abstract': 'false', 'final': 'false'}, 'attributes': {'private_address': {'type': 'string'}, 'public_address': {'type': 'string'}, 'networks': {'type': 'map'}, 'ports': {'type': 'map'}}, 'requirements': [{'local_storage': {'capability': 'tosca.capabilities.Attachment', 'node': 'tosca.nodes.Storage.BlockStorage', 'relationship': 'tosca.relationships.AttachesTo', 'occurrences': [0, 'UNBOUNDED']}}], 'capabilities': {'scalable': {'occurrences': [1, 'UNBOUNDED'], 'type': 'tosca.capabilities.Scalable'}, 'endpoint': {'occurrences': [1, 'UNBOUNDED'], 'type': 'tosca.capabilities.Endpoint.Admin'}, 'os': {'occurrences': [1, 'UNBOUNDED'], 'type': 'tosca.capabilities.OperatingSystem'}, 'host': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['tosca.nodes.SoftwareComponent'], 'type': 'tosca.capabilities.Compute'}, 'binding': {'occurrences': [1, 'UNBOUNDED'], 'type': 'tosca.capabilities.network.Bindable'}}}}",0
"{'radon.nodes.testing.LoadTestAgent': {'derived_from': 'radon.nodes.testing.CTTAgent', 'metadata': {'targetNamespace': 'radon.nodes.testing', 'abstract': 'true', 'final': 'false'}}}",0
"{'radon.nodes.monitoring.NodeExporter': {'derived_from': 'radon.nodes.docker.DockerApplication', 'metadata': {'targetNamespace': 'radon.nodes.monitoring.NodeExporter', 'abstract': 'false', 'final': 'false'}, 'properties': {'node_exporter_ip': {'type': 'string', 'default': {'get_attribute': ['SELF', 'dependency', 'public_ip']}}, 'consul_ip': {'type': 'string', 'default': {'get_input': 'consul_ip'}}, 'node_exporter_service_port': {'type': 'string', 'default': {'get_input': 'node_exporter_service_port'}}}, 'requirements': [{'host': {'capability': 'radon.capabilities.container.DockerRuntime', 'node': 'tosca.nodes.Container.Runtime', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'storage': {'capability': 'tosca.capabilities.Storage', 'occurrences': [0, 1]}}, {'network': {'capability': 'tosca.capabilities.Endpoint', 'occurrences': [0, 1]}}, {'dependency': {'capability': 'tosca.capabilities.Container', 'node': 'radon.nodes.VM.EC2', 'relationship': 'tosca.relationships.DependsOn', 'occurrences': [0, 1]}}], 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'implementation': {'primary': 'create', 'timeout': 0}}, 'configure': {'inputs': {'node_exporter_ip': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'dependency', 'public_ip']}}, 'consul_ip': {'type': 'string', 'required': True, 'default': {'get_input': 'consul_ip'}}, 'node_exporter_service_port': {'type': 'string', 'required': True, 'default': {'get_input': 'node_exporter_service_port'}}}, 'implementation': {'primary': 'configure', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'configure': {'type': 'radon.artifacts.Ansible', 'file': 'configure.yml'}}}}",0
"{'radon.nodes.google.GoogleCloudFunction': {'derived_from': 'radon.nodes.abstract.Function', 'metadata': {'targetNamespace': 'radon.nodes.google', 'abstract': 'false', 'final': 'false'}, 'properties': {'function_memory': {'type': 'integer', 'description': 'Limit on the amount of memory the function can use.', 'default': 256, 'constraints': [{'valid_values': [128, 256, 512, 1024, 2048]}]}, 'environment_variables': {'type': 'map', 'description': ""The function's environment variables"", 'required': False, 'entry_schema': {'type': 'string'}}, 'function_timeout': {'type': 'integer', 'default': 60, 'constraints': [{'in_range': [1, 540]}]}, 'function_bucket_name': {'type': 'string', 'description': 'Name of the GCP bucket containing the zipped GCP function'}, 'function_name': {'type': 'string'}, 'function_runtime': {'type': 'string', 'constraints': [{'valid_values': ['nodejs8', 'nodejs10', 'python37', 'go111', 'nodejs6']}]}, 'zip_file': {'type': 'string', 'description': 'Path to a zip file containing the function code'}, 'function_entry_point': {'type': 'string', 'description': 'The name of the function that will be executed', 'default': 'entry_point'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Container', 'node': 'radon.nodes.google.GoogleCloudPlatform', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}, {'monitor': {'capability': 'radon.capabilities.monitoring.Monitor', 'node': 'radon.nodes.monitoring.PushGateway', 'relationship': 'radon.relationships.monitoring.GCPIsMonitoredBy', 'occurrences': [0, 'UNBOUNDED']}}]}}",0
"{'radon.nodes.VM.EC2': {'derived_from': 'tosca.nodes.Compute', 'metadata': {'targetNamespace': 'radon.nodes.VM', 'abstract': 'false', 'final': 'false'}, 'attributes': {'public_ip': {'type': 'string'}, 'id': {'type': 'string'}}, 'properties': {'image': {'type': 'string', 'default': 'ami-00890f614e48ce866'}, 'ssh_key_name': {'type': 'string'}, 'vpc_subnet_id': {'type': 'string'}, 'instance_type': {'type': 'string', 'default': 't2.micro'}, 'ssh_key_file': {'type': 'string'}, 'ssh_user': {'type': 'string'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Container', 'node': 'radon.nodes.aws.AwsPlatform', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}], 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'description': 'create', 'inputs': {'image': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'image']}}, 'ssh_key_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'ssh_key_name']}}, 'vpc_subnet_id': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'vpc_subnet_id']}}, 'region': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'host', 'region']}}, 'instance_type': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'instance_type']}}, 'ssh_key_file': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'ssh_key_file']}}, 'ssh_user': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'ssh_user']}}}, 'implementation': {'primary': 'create', 'timeout': 0}}, 'delete': {'description': 'delete', 'inputs': {'id': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'id']}}, 'region': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'host', 'region']}}}, 'implementation': {'primary': 'delete', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'delete': {'type': 'radon.artifacts.Ansible', 'file': 'delete.yml'}}}}",0
"{'radon.nodes.datapipeline.destination.PublishDataEndPoint': {'derived_from': 'radon.nodes.datapipeline.DestinationPB', 'metadata': {'targetNamespace': 'radon.nodes.datapipeline.destination', 'abstract': 'false', 'final': 'false'}}}",0
"{'radon.nodes.datapipeline.process.RemoteAction': {'derived_from': 'radon.nodes.datapipeline.MidwayPB', 'metadata': {'targetNamespace': 'radon.nodes.datapipeline.process', 'abstract': 'false', 'final': 'false'}}}",0
"{'radon.nodes.testing.JMeter': {'derived_from': 'radon.nodes.testing.LoadTestAgent', 'metadata': {'targetNamespace': 'radon.nodes.testing', 'abstract': 'false', 'final': 'false'}, 'properties': {'jmeter_properties': {'type': 'string', 'description': 'Location and filename of a file with JMeter properties (optional)', 'required': False}, 'worker_hostnames': {'type': 'string', 'description': 'Comma-separated list of worker hostnames', 'required': False}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'implementation': {'primary': 'create', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}}}}",0
"{'radon.nodes.google.GoogleCloudPlatform': {'derived_from': 'radon.nodes.abstract.CloudPlatform', 'metadata': {'targetNamespace': 'radon.nodes.google', 'abstract': 'false', 'final': 'false'}, 'properties': {'project_id': {'type': 'string', 'description': 'The unique project-id to be used'}, 'name': {'type': 'string', 'default': 'GCP'}, 'region': {'type': 'string', 'description': 'The region to be used for deployment'}}, 'capabilities': {'host': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['radon.nodes.google.GoogleCloudFunction', 'radon.nodes.google.GoogleCloudResource'], 'type': 'tosca.capabilities.Container'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'description': 'The standard create operation', 'implementation': {'primary': 'create', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}}}}",0
"{'radon.nodes.mysql.MySQLDatabase': {'derived_from': 'tosca.nodes.Database', 'metadata': {'targetNamespace': 'radon.nodes.mysql', 'abstract': 'false', 'final': 'false'}, 'properties': {'password': {'type': 'string'}, 'user': {'type': 'string'}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Compute', 'node': 'radon.nodes.mysql.MySQLDBMS', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}], 'capabilities': {'database_endpoint': {'occurrences': [0, 'UNBOUNDED'], 'type': 'tosca.capabilities.Endpoint.Database'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'DB_USER': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'user']}}, 'DB_NAME': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'name']}}, 'DBMS_ROOT_PASSWORD': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'host', 'root_password']}}, 'DB_PASSWORD': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'password']}}}}}}}",0
"{'radon.nodes.abstract.Workload': {'derived_from': 'tosca.nodes.Root', 'metadata': {'targetNamespace': 'radon.nodes.abstract', 'abstract': 'false', 'final': 'false'}, 'properties': {'entries': {'type': 'radon.datatypes.workload.Entries', 'required': False}, 'name': {'type': 'string', 'required': False}}, 'requirements': [{'invoker': {'capability': 'radon.capabilities.Invocable', 'relationship': 'radon.relationships.Triggers', 'occurrences': [0, 'UNBOUNDED']}}, {'endpoint': {'capability': 'tosca.capabilities.Endpoint', 'relationship': 'radon.relationships.ConnectsTo', 'occurrences': [0, 'UNBOUNDED']}}]}}",0
"{'radon.nodes.abstract.WebApplication': {'derived_from': 'tosca.nodes.WebApplication', 'metadata': {'targetNamespace': 'radon.nodes.abstract', 'abstract': 'false', 'final': 'false'}, 'properties': {'entries': {'type': 'map', 'required': False, 'entry_schema': {'type': 'radon.datatypes.Entry'}}, 'granularity': {'type': 'string', 'required': False, 'constraints': [{'valid_values': ['monolithic', 'coarse-grained', 'fine-grained']}]}, 'name': {'type': 'string', 'required': False}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Compute', 'node': 'radon.nodes.abstract.WebServer', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}]}}",0
"{'radon.nodes.google.GoogleCloudBucket': {'derived_from': 'radon.nodes.google.GoogleCloudResource', 'metadata': {'targetNamespace': 'radon.nodes.google', 'abstract': 'false', 'final': 'false'}, 'properties': {'name': {'type': 'string', 'description': 'The name of the GCP bucket', 'required': False}}, 'capabilities': {'storage_endpoint': {'occurrences': [0, 'UNBOUNDED'], 'type': 'tosca.capabilities.Endpoint'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'bucket_location': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'host', 'region']}}, 'project_id': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'host', 'project_id']}}, 'bucket_name': {'type': 'string', 'required': False, 'default': {'get_property': ['SELF', 'name']}}, 'service_account_file': {'type': 'string', 'required': True, 'default': {'get_input': 'service_account_file'}}}, 'operations': {'create': {'description': 'The standard create operation', 'implementation': {'primary': 'create', 'timeout': 0}}, 'delete': {'description': 'The standard delete operation', 'implementation': {'primary': 'delete', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'delete': {'type': 'radon.artifacts.Ansible', 'file': 'delete.yml'}}}}",0
"{'radon.nodes.legacy.AwsLambdaFunction': {'derived_from': 'tosca.nodes.SoftwareComponent', 'metadata': {'targetNamespace': 'radon.nodes.legacy', 'abstract': 'false', 'final': 'false'}, 'attributes': {'function_arn': {'description': 'AWS function arn', 'type': 'string'}}, 'properties': {'aws_region': {'type': 'string'}, 'lambda_runtime': {'type': 'string', 'description': 'Runtime for lambda (List of possible values - https://docs.aws.amazon.com/lambda/latest/dg/lambda-runtimes.html)'}, 'function_name': {'type': 'string'}, 'lambda_timeout': {'type': 'string', 'description': 'Function timeout in seconds'}, 'lambda_memory': {'type': 'string', 'description': 'Function memory in MB'}, 'function_alias': {'type': 'string'}, 'permission_id': {'type': 'string'}, 'zip_file': {'type': 'string', 'description': 'path to a function zip file'}, 'lambda_handler': {'type': 'string', 'description': 'Handler for lambda function'}}, 'requirements': [{'bucket': {'capability': 'tosca.capabilities.Compute', 'relationship': 'tosca.relationships.DependsOn', 'occurrences': [1, 1]}}, {'requires_role': {'capability': 'tosca.capabilities.Compute', 'relationship': 'tosca.relationships.DependsOn', 'occurrences': [1, 1]}}], 'capabilities': {'receives_notification': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['radon.nodes.legacy.AwsS3Notification'], 'type': 'tosca.capabilities.Compute'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'inputs': {'aws_region': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'aws_region']}}, 'lambda_runtime': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'lambda_runtime']}}, 'function_name': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_name']}}, 'lambda_timeout': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'lambda_timeout']}}, 'lambda_memory': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'lambda_memory']}}, 'func_alias': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'function_alias']}}, 'permission_id': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'permission_id']}}, 'zip_file': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'zip_file']}}, 'aws_role': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'requires_role', 'role_arn']}}, 'lambda_handler': {'type': 'string', 'required': True, 'default': {'get_property': ['SELF', 'lambda_handler']}}}, 'operations': {'create': {'implementation': {'primary': 'create', 'dependencies': ['X-test-ImageRes'], 'timeout': 0}}, 'delete': {'implementation': {'primary': 'delete', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}, 'X-test-ImageRes': {'type': 'radon.artifacts.archive.Zip', 'file': 'X-test-ImageRes.zip'}, 'delete': {'type': 'radon.artifacts.Ansible', 'file': 'delete.yml'}}}}",unknown
"{'radon.nodes.testing.DeploymentTestAgent': {'derived_from': 'radon.nodes.testing.CTTAgent', 'metadata': {'targetNamespace': 'radon.nodes.testing', 'abstract': 'false', 'final': 'false'}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'implementation': {'primary': 'create', 'timeout': 0}}}}}, 'artifacts': {'create': {'type': 'radon.artifacts.Ansible', 'file': 'create.yml'}}}}",0
"{'tosca.nodes.WebServer': {'derived_from': 'tosca.nodes.SoftwareComponent', 'metadata': {'targetNamespace': 'tosca.nodes', 'abstract': 'false', 'final': 'false'}, 'capabilities': {'data_endpoint': {'occurrences': [1, 'UNBOUNDED'], 'type': 'tosca.capabilities.Endpoint'}, 'admin_endpoint': {'occurrences': [1, 'UNBOUNDED'], 'type': 'tosca.capabilities.Endpoint.Admin'}, 'host': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['tosca.nodes.WebApplication'], 'type': 'tosca.capabilities.Compute'}}}}",0
"{'radon.nodes.datapipeline.source.ConsumeLocal': {'derived_from': 'radon.nodes.datapipeline.source.ConsumeDataEndPoint', 'metadata': {'targetNamespace': 'radon.nodes.datapipeline.source', 'abstract': 'false', 'final': 'false'}, 'attributes': {'template_name': {'type': 'string', 'default': 'ConsumeLocal_localConn'}}, 'properties': {'directory': {'type': 'string', 'description': 'Path to the file/folder'}}, 'interfaces': {'Standard': {'type': 'tosca.interfaces.node.lifecycle.Standard', 'operations': {'create': {'inputs': {'template_name': {'type': 'string', 'required': True, 'default': {'get_attribute': ['SELF', 'template_name']}}, 'template_file': {'type': 'string', 'required': True, 'default': 'ConsumeLocal_localConn.xml'}}, 'implementation': {'primary': 'create', 'dependencies': ['templateFile_localConn'], 'timeout': 0}}, 'configure': {'inputs': {'pipeline_id': {'type': 'string', 'required': False, 'default': {'get_attribute': ['SELF', 'id']}}, 'directory': {'type': 'string', 'description': 'Directory on local machine from where the data will be read.', 'required': True, 'default': {'get_property': ['SELF', 'directory']}}}, 'implementation': {'primary': 'configure', 'timeout': 0}}}}}, 'artifacts': {'templateFile_LocalConn': {'type': 'tosca.artifacts.File', 'description': 'Nifi template to consume local data and send to local pipelines.', 'file': 'ConsumeLocal_localConn.xml'}, 'create': {'type': 'tosca.artifacts.File', 'file': 'create.yml'}, 'configure': {'type': 'tosca.artifacts.File', 'file': 'configure.yml'}, 'templateFile_RmtConn': {'type': 'tosca.artifacts.File', 'description': 'Nifi template to consume local data and send to remote pipelines.', 'file': 'ConsumeLocal_RmtConn.xml'}}}}",0
"{'tosca.nodes.SoftwareComponent': {'derived_from': 'tosca.nodes.Root', 'metadata': {'targetNamespace': 'tosca.nodes', 'abstract': 'false', 'final': 'false'}, 'properties': {'component_version': {'type': 'version', 'required': False}}, 'requirements': [{'host': {'capability': 'tosca.capabilities.Compute', 'node': 'tosca.nodes.Compute', 'relationship': 'tosca.relationships.HostedOn', 'occurrences': [1, 1]}}]}}",0
"{'radon.nodes.abstract.CloudPlatform': {'derived_from': 'tosca.nodes.Root', 'metadata': {'targetNamespace': 'radon.nodes.abstract', 'abstract': 'false', 'final': 'false'}, 'properties': {'name': {'type': 'string', 'required': False}}, 'capabilities': {'host': {'occurrences': [1, 'UNBOUNDED'], 'valid_source_types': ['radon.nodes.abstract.Function', 'radon.nodes.abstract.ObjectStorage'], 'type': 'tosca.capabilities.Container'}}}}",0
